id,name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,coordinates
26695870,"Double br ""Sakura""  Bologna City, Station & Fair",Navile,Private room,27,3,120,30/10/2019,3.45,147,"44.51457,11.3523"
26879400,Garden House Bologna - Torretta Spisni,Porto - Saragozza,Entire home/apt,50,1,33,07/04/2019,1,48,"44.49293,11.31842"
26882204,Apartment on the roofs of Bologna / City Center,Porto - Saragozza,Entire home/apt,150,1,2,27/09/2018,0.07,88,"44.49124,11.33668"
26949856,"A casa di Robby, camera e ottima colazione",Porto - Saragozza,Private room,40,2,19,24/02/2019,0.55,353,"44.497,11.31464"
27007382,offresi  camera singola a Bologna,Santo Stefano,Private room,25,3,11,24/08/2018,0.3,0,"44.48159,11.36633"
27049193,wonderful Italian prestigious house B,Santo Stefano,Hotel room,65,2,30,18/03/2019,0.89,285,"44.48825,11.34477"
27131259,Appartamento a Bologna - Casa Ma.Gi.Ca,Santo Stefano,Entire home/apt,35,2,3,12/09/2019,0.09,284,"44.4772,11.3611"
27152352,The fresher hug ......  L' abbraccio più fresco,Porto - Saragozza,Private room,25,3,13,22/10/2018,0.39,133,"44.49283,11.30431"
27156739,Stanza doppia/Double room in Bologna Center,Porto - Saragozza,Private room,33,1,107,04/06/2019,3.07,0,"44.49439,11.33279"
27188524,Casa Polese - Apartment in Bologna City Center,Porto - Saragozza,Entire home/apt,95,1,1,30/09/2018,0.03,117,"44.49838,11.34059"
27211680,Bolognamania Apartments - Smart,Porto - Saragozza,Entire home/apt,66,2,4,08/09/2019,0.16,28,"44.50392,11.3142"
27219670,NEW! Nice Central Studio x2,Santo Stefano,Entire home/apt,50,2,26,29/08/2020,0.75,219,"44.49853,11.34788"
27445001,Charming Central Green House! x3,Santo Stefano,Entire home/apt,72,2,22,22/02/2020,0.71,1,"44.49797,11.34758"
27474083,Borgo De Chiari _ Bologna,Santo Stefano,Entire home/apt,108,1,39,18/02/2020,1.16,201,"44.49094,11.34637"
27502581,"Guasto Apartment, in the heart of Bologna",Santo Stefano,Entire home/apt,124,1,30,13/11/2020,0.88,26,"44.49577,11.34882"
27534831,Cozy apartment with panoramic terrace,Borgo Panigale - Reno,Entire home/apt,60,4,29,08/10/2019,0.86,258,"44.50238,11.30241"
27544045,App. Super Confortevole (Fiera e Centro Città),Navile,Entire home/apt,85,2,10,22/04/2019,0.29,0,"44.5106,11.34701"
27621821,Elegant San Domenico || The Place Bo Apartments,Santo Stefano,Entire home/apt,76,2,7,28/04/2019,0.21,0,"44.48975,11.34186"
27693800,URBIK,Santo Stefano,Entire home/apt,65,6,16,29/02/2020,0.5,31,"44.49855,11.34794"
27694784,STANZA BOLOGNAAA,San Donato - San Vitale,Private room,25,1,40,03/12/2018,1.18,83,"44.49372,11.37728"
27828505,Central LOFT: sleep under Il Portico (via Marconi),Porto - Saragozza,Entire home/apt,92,2,41,24/10/2019,1.23,284,"44.49749,11.3376"
27853133,Tripla con bagno privato in centro storico,Santo Stefano,Private room,60,1,46,13/10/2018,1.32,34,"44.50043,11.34818"
27857044,Private Room Gallery Apart in Bologna,Santo Stefano,Private room,169,1,6,28/09/2019,0.18,178,"44.49981,11.34886"
27894713,Appartamento A Bologna,Porto - Saragozza,Private room,30,2,11,23/09/2019,0.33,314,"44.48995,11.31674"
27920822,Casa Marconi 67 by Wonderful Italy,Porto - Saragozza,Entire home/apt,191,2,56,07/10/2019,1.68,244,"44.500648,11.339438"
27979352,Bond B&B (15 min. walking from Cersaie),Navile,Entire home/apt,70,1,70,29/09/2019,2.01,269,"44.50896,11.34364"
28050667,Appartamento in pieno centro,Porto - Saragozza,Entire home/apt,46,3,7,27/09/2019,0.25,89,"44.49463,11.34109"
28066793,a casa dell'Abby/Abby's place,Savena,Entire home/apt,51,2,9,28/09/2018,0.28,90,"44.45995,11.37224"
28073293,"Agnese Home, private Room",Borgo Panigale - Reno,Private room,30,2,4,23/01/2019,0.12,89,"44.53282,11.27205"
28106763,Clavature Luxury Apartment- 100mq Piazza Maggiore,Santo Stefano,Entire home/apt,150,2,39,21/06/2021,1.14,96,"44.49413,11.34311"
28118608,San Donnino Apartment,San Donato - San Vitale,Entire home/apt,480,3,1,24/01/2020,0.06,269,"44.50342,11.37069"
28170873,Four Rooms - camera singola con balcone,San Donato - San Vitale,Private room,39,1,4,07/07/2019,0.19,0,"44.50413,11.36698"
28171064,Four Rooms - camera matrimoniale economy,San Donato - San Vitale,Private room,49,1,5,27/06/2020,0.17,0,"44.50571,11.36559"
28213082,R&B Le Camere di Porta San Felice,Porto - Saragozza,Private room,59,1,23,11/10/2019,0.66,304,"44.49793,11.32728"
28235375,PORTOBELLO APT. Int.6 - CENTRAL-WIFI-PRIVATE PATIO,Porto - Saragozza,Entire home/apt,90,2,5,04/06/2019,0.18,43,"44.50139,11.33876"
28264493,RICOMINCIAMO A VIAGGIARE- NEL CUORE DI BOLOGNA,Porto - Saragozza,Entire home/apt,100,3,11,06/09/2019,0.34,325,"44.49988,11.33479"
28289994,small and sharming attic in the old town,Porto - Saragozza,Entire home/apt,45,3,7,22/08/2020,0.24,175,"44.49646,11.34028"
28303224,Pianoterra Apt. 4... la tua casa a Bologna,Porto - Saragozza,Entire home/apt,70,2,0,,,363,"44.50313,11.3157"
28356418,Appartamento in Fiera,San Donato - San Vitale,Entire home/apt,300,3,1,18/03/2019,0.04,0,"44.50854,11.35931"
28366019,Cirenaica Apartments,San Donato - San Vitale,Entire home/apt,51,2,14,26/01/2020,0.46,106,"44.49701,11.36235"
28379956,Il Cuore di Bologna,Santo Stefano,Entire home/apt,60,2,77,04/07/2019,2.25,145,"44.49292,11.35637"
28400430,Apartment Valentine,Porto - Saragozza,Entire home/apt,68,6,16,17/12/2020,0.52,228,"44.49937,11.34218"
28529327,Biasanòt  Mini in the centre of the city,Porto - Saragozza,Private room,57,2,45,25/06/2021,1.46,145,"44.50262,11.33699"
28584715,Valeria- Modern and Design Flat- ValBea Apartments,Porto - Saragozza,Entire home/apt,115,3,114,21/02/2020,3.41,300,"44.50029,11.33855"
28595332,Room with private bathroom,Porto - Saragozza,Private room,35,1,0,,,161,"44.50063,11.33522"
28618252,Unique historic apartment in quiet central area,Santo Stefano,Entire home/apt,180,2,0,,,363,"44.48773,11.32966"
28624175,Suite d'élite Emilia,Porto - Saragozza,Entire home/apt,75,1,61,10/11/2019,1.88,118,"44.5012,11.31989"
28633682,Stanza ampia in centro con super vista sulle Torri,Santo Stefano,Private room,35,2,8,26/05/2019,0.24,55,"44.50105,11.34438"
28639429,"Recently renovated flat.Cosy, warm, well-connected",Porto - Saragozza,Entire home/apt,65,3,6,01/02/2019,0.18,0,"44.50221,11.31201"
28665012,Charming Central Apartment,Porto - Saragozza,Entire home/apt,42,5,0,,,41,"44.49751,11.34037"
28683008,La Casina,Santo Stefano,Entire home/apt,56,5,90,01/02/2020,2.67,38,"44.49586,11.3531"
28708310,Bologna Central Apartment,Porto - Saragozza,Entire home/apt,120,2,0,,,98,"44.49639,11.33652"
28746800,Victoria Station Double Room,Porto - Saragozza,Private room,50,1,0,,,0,"44.50341,11.34038"
28747373,Camera-Room-Bologna-Bolognina,Navile,Private room,55,2,13,17/11/2019,0.4,0,"44.51802,11.34039"
28800189,Via Petroni 31,Santo Stefano,Entire home/apt,59,1,65,19/11/2019,1.93,143,"44.49538,11.34986"
28810645,Smart House Bologna Centro,Porto - Saragozza,Entire home/apt,60,2,13,23/04/2019,0.39,192,"44.50323,11.34162"
28882827,Luminosa Stanza privata in Centro,Porto - Saragozza,Private room,29,1,54,16/06/2021,1.61,260,"44.49876,11.33583"
28932645,Marconi Apartment 2: Bright and central flat,Porto - Saragozza,Entire home/apt,73,1,210,25/01/2021,6.87,312,"44.49656,11.33754"
29045676,☀️Bologna Home Black & White🏠,San Donato - San Vitale,Entire home/apt,33,1,137,10/01/2019,4.17,94,"44.49334,11.37623"
29048670,Piccola Perla,San Donato - San Vitale,Entire home/apt,75,20,6,23/11/2019,0.24,72,"44.49813,11.3593"
29129981,Little studio in Bologna,Santo Stefano,Entire home/apt,50,2,14,31/07/2019,0.48,79,"44.49394,11.35385"
29154033,Bilocale e Monolocale adiacenti centro ospedale,San Donato - San Vitale,Entire home/apt,120,1,0,,,0,"44.49729,11.35787"
29239170,casa casina,San Donato - San Vitale,Entire home/apt,60,3,37,13/06/2019,1.15,118,"44.4944,11.36319"
29617302,"04° ""Family.3"" 2 Cozy BadRooms + Bathroom",Navile,Entire home/apt,56,1,7,07/01/2020,0.28,0,"44.51466,11.35178"
29644010,BALDA 3 House (covered and heated pool) Only 4 you,San Donato - San Vitale,Entire home/apt,250,3,5,11/08/2019,0.16,312,"44.52409,11.386"
29667866,My way Residence,Porto - Saragozza,Entire home/apt,70,2,41,17/11/2019,1.26,1,"44.49874,11.33825"
29759150,Le Camere del centro 1,Santo Stefano,Private room,65,2,35,27/09/2020,1.08,72,"44.48976,11.34343"
29897035,B&B Fiera- Mini attico con terrazza panoramica,San Donato - San Vitale,Entire home/apt,79,2,3,14/04/2019,0.11,192,"44.50577,11.36298"
29919093,"Le Porte,  Luxury and bright with private terrace.",Santo Stefano,Entire home/apt,238,3,1,05/04/2019,0.04,54,"44.49475,11.34644"
29924133,Open Space apartment - LGBT friendly,Porto - Saragozza,Entire home/apt,45,1,54,06/06/2021,1.71,312,"44.48947,11.32782"
29952446,b&b Magnifico,Savena,Private room,190,1,0,,,180,"44.48547,11.3805"
29988834,Le 2 Camere del Centro,Santo Stefano,Private room,100,1,32,15/02/2020,1.04,69,"44.49083,11.34577"
29999577,Mille's appartament  city center.,Santo Stefano,Entire home/apt,60,3,46,09/12/2019,1.45,143,"44.50088,11.34433"
30011869,Casa in  Saragozza (centro),Porto - Saragozza,Entire home/apt,45,1,51,08/11/2019,1.6,0,"44.49194,11.33615"
30062169,Falegnami Suites - Balcony,Porto - Saragozza,Entire home/apt,86,1,19,16/08/2020,0.64,132,"44.49901,11.34271"
30062789,FalegnamiSuites-Terrace,Porto - Saragozza,Entire home/apt,92,1,10,31/05/2019,0.57,125,"44.49953,11.34376"
30081300,Santo Stefano Apartments - Split Level Deluxe,Santo Stefano,Entire home/apt,95,1,5,19/10/2019,0.22,97,"44.48841,11.35203"
30098613,Santo Stefano Apartments - Terrace,Santo Stefano,Entire home/apt,83,1,30,10/08/2020,1.16,181,"44.48742,11.35306"
30099448,Santo Stefano Apartments -One Bedroom Apartment,Santo Stefano,Entire home/apt,69,1,6,19/07/2019,0.26,146,"44.48742,11.35306"
30131130,ELDOM APARTMENTS,Navile,Entire home/apt,114,1,12,02/02/2020,0.5,340,"44.50972,11.35562"
30136690,Luminosissima stanza in centro storico,Porto - Saragozza,Private room,35,1,13,12/06/2019,0.45,17,"44.4908,11.33693"
30204834,appartamento arredato con posto auto,Savena,Entire home/apt,45,3,18,28/09/2020,0.57,0,"44.48627,11.38243"
30245877,Casa Garisenda - 2 mins walk from the Two Towers,Santo Stefano,Entire home/apt,72,2,31,13/06/2021,1.01,4,"44.49432,11.34543"
30359129,Moderno appartamento di 3 stanze in zona Murri,Savena,Entire home/apt,50,7,2,17/03/2019,0.06,237,"44.4721,11.36558"
30417512,Realkasa Towers Flat,Santo Stefano,Entire home/apt,80,3,24,18/09/2020,0.78,118,"44.49385,11.34735"
30423657,Quiet and Bright close to the center,San Donato - San Vitale,Entire home/apt,50,1,62,30/05/2021,2.04,300,"44.49071,11.36648"
30451754,"""Residenza dei Colli"" Apartment",Porto - Saragozza,Entire home/apt,71,3,40,27/10/2019,1.28,40,"44.49067,11.30772"
30461653,Accogliente Bilocale ad un passo dal centro,San Donato - San Vitale,Entire home/apt,215,3,1,17/03/2019,0.04,161,"44.4895,11.36556"
30489043,Large and quiet 2 bedroom just off city centre,Porto - Saragozza,Entire home/apt,91,1,3,18/11/2019,0.11,264,"44.49294,11.31916"
30548270,Bologna .... in centro! - Bilocale,Porto - Saragozza,Entire home/apt,400,2,63,26/01/2020,2.23,179,"44.49493,11.3371"
30582087,"Futura, Bologna",Porto - Saragozza,Entire home/apt,107,1,26,02/10/2019,0.88,52,"44.49036,11.34083"
30690888,La casa dei fratelli,Santo Stefano,Entire home/apt,80,2,48,11/06/2021,1.62,149,"44.49863,11.34814"
30703383,Orso7 - The very heart of Bologna,Porto - Saragozza,Entire home/apt,79,1,128,27/02/2020,4.18,283,"44.4986,11.34277"
30780932,NEW! Secret Courtyard In The Heart of Bologna! x4,Santo Stefano,Entire home/apt,75,2,20,11/02/2020,0.65,18,"44.4884,11.34932"
30804970,"Casa Isolani Corte,beautiful house in S.Stefano",Santo Stefano,Entire home/apt,115,2,44,15/02/2020,1.48,235,"44.49273,11.34834"
30834949,Isaia Garden,Porto - Saragozza,Entire home/apt,72,1,33,28/12/2019,1.12,0,"44.49394,11.33288"
30852355,Flatinbo Apartments - Santa Margherita,Porto - Saragozza,Entire home/apt,2000,1,33,13/10/2019,1.25,40,"44.49375,11.34006"
31069336,Calzolerie luxury apartment in the historic center,Santo Stefano,Entire home/apt,80,2,50,30/12/2019,1.62,0,"44.49359,11.34541"
31073494,La Terza Freccia,Santo Stefano,Entire home/apt,80,2,63,27/06/2021,2.05,100,"44.49556,11.34846"
31098790,La Stanza del Poeta,Santo Stefano,Entire home/apt,40,1,0,,,0,"44.48994,11.34884"
31219076,B&B JOIS a Bologna Camera Doppia,Navile,Hotel room,50,1,0,,,22,"44.52283,11.31253"
31402129,Vintage & charme a meta' fra il centro e aeroporto,Porto - Saragozza,Private room,25,1,10,02/12/2019,0.33,168,"44.50082,11.31065"
31422341,Residence Vallescura curioso bilocale su due piani,Santo Stefano,Entire home/apt,70,2,1,17/03/2019,0.04,363,"44.48606,11.32985"
31462348,BALDA 1 House (covered and heated pool) Only 4 you,San Donato - San Vitale,Entire home/apt,500,2,11,13/06/2021,0.42,324,"44.52326,11.38829"
31470660,Kutir Loft 2,Santo Stefano,Private room,50,1,5,04/04/2019,0.18,117,"44.48721,11.3504"
31511033,San Lorenzo Star Central Apartment,Porto - Saragozza,Entire home/apt,65,2,78,17/11/2019,2.75,0,"44.49768,11.33722"
31536421,Esclusivo appartamento con torre / altana,Santo Stefano,Entire home/apt,126,1,92,13/02/2020,3.1,210,"44.49586,11.34613"
31564715,Private room with beautiful view on old Towers 1,Santo Stefano,Private room,87,1,2,21/06/2021,0.07,136,"44.494,11.34697"
31566115,Private room with beautiful view on old Towers 6,Santo Stefano,Private room,92,1,4,13/06/2019,0.13,159,"44.49553,11.3455"
31586051,Confort e relax,Savena,Private room,44,1,5,16/10/2019,0.18,179,"44.46776,11.37542"
31663234,Bologna Station Mazzini flat for 3 guests,Savena,Entire home/apt,42,2,10,15/11/2019,0.34,155,"44.48359,11.38054"
31666269,The best view room in the city!,Santo Stefano,Private room,115,1,0,,,149,"44.49508,11.34613"
31666405,Charming renovated room set in the ancient city 9,Santo Stefano,Private room,77,1,1,16/02/2019,0.03,141,"44.49428,11.34538"
31671781,Bologna Skyline,San Donato - San Vitale,Entire home/apt,41,2,9,02/12/2019,0.32,129,"44.49222,11.38379"
31705398,Charming Wood Attic Bologna Center,Santo Stefano,Entire home/apt,137,1,112,18/01/2021,4.28,132,"44.49973,11.34704"
31761162,RESIDENZA RE' CARLO,Santo Stefano,Entire home/apt,65,1,2,30/07/2019,0.07,90,"44.48506,11.35529"
31874390,CASAMORE una piccola casetta nel cuore di Bologna,San Donato - San Vitale,Entire home/apt,58,1,5,29/04/2019,0.24,167,"44.49749,11.36656"
31928047,Suite with SPA Bath and Sauna | 4starbologna.com,Santo Stefano,Entire home/apt,189,1,19,03/12/2019,0.7,93,"44.50377,11.34965"
31941420,Residenza San Vitale,San Donato - San Vitale,Entire home/apt,50,2,26,29/03/2020,0.88,192,"44.49135,11.36692"
31941767,Marconi - Garden Suite Apartment - Bologna Centro,Porto - Saragozza,Entire home/apt,400,1,22,30/06/2019,0.75,0,"44.49617,11.33698"
31941952,Marconi Grey/White Suite Apartment Bologna Centro,Porto - Saragozza,Entire home/apt,400,1,60,13/12/2019,2.04,0,"44.49617,11.33698"
31976441,Room & Breakfast H & Ercolani - Camera Blu,Santo Stefano,Hotel room,69,1,3,03/09/2019,0.34,57,"44.49043,11.35324"
32018859,LA TERRAZZA SU BOLOGNA,San Donato - San Vitale,Entire home/apt,85,2,4,19/04/2019,0.14,0,"44.50335,11.36527"
32088980,Temporary House Oberdan: in the heart of Bologna,Santo Stefano,Entire home/apt,69,2,1,13/07/2019,0.04,112,"44.49548,11.34456"
32103189,Sant'Orsola Apartment - 2 bdr close to city center,Santo Stefano,Entire home/apt,65,1,9,27/05/2021,0.35,31,"44.48598,11.36631"
32126443,Fringe Apartment- Bologna,Santo Stefano,Entire home/apt,53,2,49,17/06/2021,1.75,131,"44.49778,11.34477"
32155468,"Martina, Bologna",Santo Stefano,Entire home/apt,96,1,14,16/03/2019,0.52,47,"44.50452,11.35042"
32167579,PisanoGuestHouse,San Donato - San Vitale,Entire home/apt,36,1,75,30/12/2019,2.63,25,"44.49369,11.37675"
32180277,whouse suite apartment mirasole,Santo Stefano,Entire home/apt,80,1,2,07/05/2019,0.07,267,"44.48693,11.34231"
32283074,Luminoso attico con terrazza panoramica sulle Due torri,Santo Stefano,Entire home/apt,141,2,58,14/06/2021,2.08,88,"44.4945,11.34591"
32296573,Appartamento MiBo in fiera a Bologna,San Donato - San Vitale,Entire home/apt,60,1,25,17/02/2020,0.89,0,"44.50609,11.3699"
32304338,Skyfierabo,Navile,Entire home/apt,69,1,3,29/03/2019,0.1,0,"44.51041,11.3557"
32327601,LOFT GARDEN in Bologna's heart OSPEDALE RIZZOLI,Santo Stefano,Entire home/apt,45,1,66,20/09/2020,2.29,160,"44.48317,11.33894"
32335880,6aCasa,Savena,Entire home/apt,120,2,7,11/10/2019,0.25,158,"44.48909,11.38862"
32372287,apARTments,Navile,Entire home/apt,52,1,74,20/01/2020,2.75,240,"44.51367,11.35673"
32398080,Le Torri Suite: Davanzale vista Due Torri,Santo Stefano,Entire home/apt,86,2,31,20/01/2020,1.1,0,"44.49331,11.34522"
32421086,"Casa Bellombra, a due passi dal centro",Santo Stefano,Entire home/apt,400,2,18,23/02/2020,0.67,0,"44.48168,11.33771"
32426413,La Stanza dei Sognatori - BibliòRooms Guesthouse,Porto - Saragozza,Private room,78,1,9,28/06/2019,0.31,305,"44.49691,11.33869"
32459476,"Unione, Bologna",Santo Stefano,Entire home/apt,81,1,21,28/08/2019,0.79,49,"44.49498,11.35323"
32582965,Interno 6,Porto - Saragozza,Entire home/apt,70,3,14,30/04/2020,0.49,260,"44.49759,11.33264"
32606246,"SAN CARLO HOLIDAY HOUSE ,  BOLOGNA CENTRO",Porto - Saragozza,Entire home/apt,217,1,36,24/08/2019,1.29,170,"44.499,11.33987"
32607058,Temporary House Oberdan: Lovely Flat,Santo Stefano,Entire home/apt,69,2,3,25/09/2020,0.11,124,"44.49396,11.34642"
32691963,"Borgo S.Pietro Studio, close to the center+station",Santo Stefano,Entire home/apt,63,2,29,21/07/2019,1.01,211,"44.49869,11.3477"
32731202,Studio Grabinski,Porto - Saragozza,Entire home/apt,65,1,56,03/12/2019,2,0,"44.49767,11.3394"
32734146,Bologna's Secret Door,Santo Stefano,Entire home/apt,56,2,21,08/07/2019,0.96,218,"44.48654,11.34088"
32744929,Camera doppia/tripla con bagno ad uso esclusivo,Borgo Panigale - Reno,Private room,35,1,33,29/06/2019,1.19,40,"44.51828,11.29868"
32784909,"Lame apartment in the center,  FREE parking NO ZTL",Porto - Saragozza,Entire home/apt,55,3,41,24/11/2019,1.45,0,"44.50051,11.33622"
32800282,G&G - il tuo spazio indipendente a Bologna (Arno),Savena,Private room,70,1,1,05/04/2019,0.04,179,"44.47588,11.39149"
32813561,Whouse suite porta di castello,Porto - Saragozza,Entire home/apt,150,1,0,,,248,"44.49484,11.34142"
32825787,Loft Irnerio,Santo Stefano,Entire home/apt,866,1,16,26/02/2020,0.56,28,"44.49901,11.35041"
32832519,Appartamento nuovo vicino alla Fiera,Navile,Entire home/apt,60,3,17,27/09/2019,0.6,38,"44.51343,11.34394"
32859858,Casa Isonzo 7/2,Porto - Saragozza,Entire home/apt,200,2,0,,,88,"44.49655,11.32308"
32881215,Appartamento indipendente e accogliente,Porto - Saragozza,Entire home/apt,180,2,1,17/03/2019,0.04,88,"44.49138,11.31841"
32889810,"Nice Central studio flat, under the Towers",Santo Stefano,Entire home/apt,48,1,134,07/05/2021,4.74,18,"44.49457,11.34765"
32895451,Monolocale centro storico Via Piella,Santo Stefano,Entire home/apt,46,1,167,01/07/2021,5.91,46,"44.49815,11.34565"
32896504,G House Lame 1,Porto - Saragozza,Private room,49,2,2,30/06/2019,0.07,80,"44.49945,11.33403"
32897780,G House Lame 3,Porto - Saragozza,Private room,49,2,2,02/04/2019,0.07,80,"44.49957,11.3339"
32907452,Bilocale con camera doppia e letto castello extra,Porto - Saragozza,Entire home/apt,53,1,2,25/05/2019,0.83,76,"44.49934,11.31977"
32908823,Maggiore Residence - Near Hospital Maggiore,Porto - Saragozza,Entire home/apt,60,2,19,17/09/2020,0.71,230,"44.50323,11.31508"
32908974,Maggiore Residence - FREE PARKING,Porto - Saragozza,Entire home/apt,69,2,14,30/09/2020,0.5,167,"44.50323,11.31508"
32931745,Cozy room_BOLOGNA 15 min from train station,Porto - Saragozza,Private room,110,2,1,17/03/2019,0.04,0,"44.50325,11.3296"
